Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL,Bl_cor
Apoidea,ALLO-CSI-214,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0003,0,0.0003,0.990128,6.503,3.993965822
Apoidea,ALLO-CSI-215,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,0.9178226,5.623,3.453493744
Apoidea,ALLO-CSI-216,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.983614,6.589,4.046784685
Apoidea,ALLO-CSI-217,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,0.8976292,6.425,3.946060343
Apoidea,ALLO-CSI-218,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,0.001,0.9855682,6.603,4.055383104
Apoidea,ALLO-CSI-219,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0017,0,0.0017,0.9855682,7.698,4.727902338
Apoidea,ALLO-CSI-222,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0011,0,0.0011,1.0839296,6.963,4.276485318
Apoidea,ALLO-CSI-223,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.8220668,4.877,2.995320824
Apoidea,ALLO-CSI-224,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.9686318,5.735,3.5222811
Apoidea,ALLO-CSI-225,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.9588608,6.677,4.100831892
Apoidea,ALLO-CSI-227,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0852324,6.428,3.947902861
Apoidea,ALLO-CSI-229,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0012,0,0.0012,1.071553,6.208,3.812784842
Apoidea,ALLO-CSI-230,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0011,0,0.0011,0.990128,6.374,3.914737529
Apoidea,ALLO-CSI-251,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0012,0,0.0012,0.8819956,6.861,4.213839691
Apoidea,ALLO-CSI-253,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.025955,5.824,3.57694248
Apoidea,ALLO-CSI-255,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.9731916,6.528,4.009320143
Apoidea,ALLO-CSI-256,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0467998,6.434,3.951587898
Apoidea,ALLO-CSI-257,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0003,0,0.0003,0.8591966,5.706,3.504470088
Apoidea,ALLO-CSI-258,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0013,0,0.0013,1.152978,7.082,4.349571883
Apoidea,ALLO-CSI-259,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.04224,6.401,3.931320195
Apoidea,ALLO-CSI-260,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.094352,6.347,3.898154863
Apoidea,ALLO-CSI-261,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.8122958,5.141,3.157462447
Apoidea,ALLO-CSI-262,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0005,0,0.0005,0.9725402,5.878,3.610107812
Apoidea,ALLO-CSI-263,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.9406216,5.608,3.444281152
Apoidea,ALLO-CSI-265,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.9210796,6.156,3.780847855
Apoidea,ALLO-CSI-267,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,0.001,1.0591764,6.058,3.720658919
Apoidea,ALLO-CSI-268,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,1.0311662,5.701,3.501399224
Apoidea,ALLO-CSI-269,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,0.001,1.022698,7.384,4.535052073
Apoidea,ALLO-CSI-270,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,0.001,1.071553,6.604,4.055997277
Apoidea,ALLO-CSI-271,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0003,0,0.0003,0.788194,5.001,3.071478253
Apoidea,ALLO-CSI-273,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,0.001,1.0982604,7.039,4.323162452
Apoidea,ALLO-CSI-274,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.9438786,6.334,3.890170617
Apoidea,ALLO-CSI-275,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0005,0,0.0005,1.016184,5.651,3.470690583
Apoidea,ALLO-CSI-276,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.1119398,6.517,4.002564242
Apoidea,ALLO-CSI-277,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.9946878,6.223,3.821997434
Apoidea,ALLO-CSI-278,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0148812,7.059,4.335445908
Apoidea,ALLO-CSI-279,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0539652,5.836,3.584312554
Apoidea,ALLO-CSI-280,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.9712374,6.014,3.693635315
Apoidea,ALLO-CSI-281,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,0.9692832,6.284,3.859461976
Apoidea,ALLO-CSI-282,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.9569066,6.202,3.809099805
Apoidea,ALLO-CSI-283,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,0.970586,5.829,3.580013344
Apoidea,ALLO-CSI-284,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.9712374,6.481,3.98045402
Apoidea,ALLO-CSI-287,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0409372,6.415,3.939918615
Apoidea,ALLO-CSI-288,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,1.0018532,6.149,3.776548646
Apoidea,ALLO-CSI-289,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,1.0344232,6.905,4.240863294
Apoidea,ALLO-CSI-291,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0012,0,0.0012,1.0572222,7.14,4.385193906
Apoidea,ALLO-CSI-292,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.9823112,6.297,3.867446222
Apoidea,ALLO-CSI-293,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,0.9959906,6.017,3.695477834
Apoidea,ALLO-CSI-294,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,1.0181382,6.494,3.988438267
Apoidea,ALLO-CSI-295,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.025955,6.295,3.866217877
Apoidea,ALLO-CSI-296,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.1112884,7.268,4.463808027
Apoidea,ALLO-CSI-297,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.9692832,6.58,4.041257129
Apoidea,ALLO-CSI-298,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,1.0604792,5.926,3.639588108
Apoidea,ALLO-CSI-299,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0011,0,0.0011,1.0337718,6.423,3.944831997
Apoidea,ALLO-CSI-30,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0006,0,0.0006,0.8103416,5.17,3.175273459
Apoidea,ALLO-CSI-300,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0435428,6.281,3.857619457
Apoidea,ALLO-CSI-301,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0253036,6.381,3.919036739
Apoidea,ALLO-CSI-303,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.081324,6.691,4.109430312
Apoidea,ALLO-CSI-304,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0003,0,0.0003,0.6976494,4.939,3.033399538
Apoidea,ALLO-CSI-305,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.1047744,6.608,4.058453968
Apoidea,ALLO-CSI-306,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0318176,6.454,3.963871354
Apoidea,ALLO-CSI-307,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0598278,6.57,4.035115401
Apoidea,ALLO-CSI-308,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0435428,6.443,3.957115453
Apoidea,ALLO-CSI-31,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0006,0,0.0006,0.8259752,5.446,3.344785156
Apoidea,ALLO-CSI-311,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.8122958,4.998,3.069635734
Apoidea,ALLO-CSI-312,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.045497,6.343,3.895698172
Apoidea,ALLO-CSI-313,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0003,0,0.0003,0.7087232,4.506,2.767462709
Apoidea,ALLO-CSI-314,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0005,0,0.0005,0.9536496,5.697,3.498942533
Apoidea,ALLO-CSI-315,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0435428,6.063,3.723729783
Apoidea,ALLO-CSI-316,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,0.001,1.097609,6.796,4.173918458
Apoidea,ALLO-CSI-317,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.765395,5.053,3.103415239
Apoidea,ALLO-CSI-318,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,0.9972934,6.989,4.292453811
Apoidea,ALLO-CSI-319,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0272578,6.656,4.087934263
Apoidea,ALLO-CSI-320,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,1.0311662,6.082,3.735399067
Apoidea,ALLO-CSI-321,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0467998,6.9577,4.273230202
Apoidea,ALLO-CSI-322,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,0.001,1.1047744,6.795,4.173304285
Apoidea,ALLO-CSI-324,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0122756,6.453,3.963257182
Apoidea,ALLO-CSI-325,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.957558,6.194,3.804186422
Apoidea,ALLO-CSI-326,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.8950236,6.484,3.982296539
Apoidea,ALLO-CSI-328,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.8083874,5.327,3.271698591
Apoidea,ALLO-CSI-329,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.8096902,4.839,2.971982257
Apoidea,ALLO-CSI-330,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.9341076,6.744,4.141981471
Apoidea,ALLO-CSI-331,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.8806928,6.184,3.798044694
Apoidea,ALLO-CSI-332,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0155326,6.658,4.089162609
Apoidea,ALLO-CSI-334,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0858838,6.681,4.103288584
Apoidea,ALLO-CSI-335,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,1.0318176,6.275,3.85393442
Apoidea,ALLO-CSI-337,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0006,0,0.0006,0.9341076,6.01,3.691178624
Apoidea,ALLO-CSI-338,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.9328048,6.447,3.959572145
Apoidea,ALLO-CSI-339,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0435428,5.939,3.647572354
Apoidea,ALLO-CSI-340,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0011,0,0.0011,1.058525,5.729,3.518596063
Apoidea,ALLO-CSI-341,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0006,0,0.0006,0.951044,6.487,3.984139057
Apoidea,ALLO-CSI-342,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0004,0,0.0004,0.9106572,5.066,3.111399486
Apoidea,ALLO-CSI-347,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0007,0,0.0007,0.8995834,5.801,3.562816506
Apoidea,ALLO-CSI-350,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0007,0,0.0007,0.999899,6.037,3.70776129
Apoidea,ALLO-CSI-352,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.7992678,5.297,3.253273406
Apoidea,ALLO-CSI-355,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0004,0,0.0004,0.8377004,6.171,3.790060448
Apoidea,ALLO-CSI-357,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0009,0,0.0009,1.0709016,6.688,4.107587793
