Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor_65,IT_cor,BL,Bl_cor
Apoidea,ALLO-GER-280,Europe,Germany,LK,Würzburg,Hausen1,10.022767,49.938633,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.1042,0.036904,0.067296,6.169,4.0184866,3.788832102,18.764,11.52433872
Apoidea,ALLO-GER-281,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.069,0.036904,0.032096,5.435,3.540359,3.338029255,17.388,10.67923692
Apoidea,ALLO-GER-282,Europe,Germany,LK,Würzburg,Opferbaum2,10.065003,49.916336,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.1188,0.036904,0.081896,6.708,4.3695912,4.11987125,22.758,13.97734495
Apoidea,ALLO-GER-283,Europe,Germany,LK,Würzburg,Opferbaum1,10.069681,49.368497,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1118,0.036904,0.074896,5.504,3.5853056,3.380407179,19.457,11.94996048
Apoidea,ALLO-GER-284,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0853,0.036904,0.048396,6.044,3.9370616,3.7120605,20.593,12.6476608
Apoidea,ALLO-GER-285,Europe,Germany,LK,Würzburg,Opferbaum2,10.065003,49.916336,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.1033,0.036904,0.066396,6.374,4.1520236,3.914737529,18.836,11.56855916
Apoidea,ALLO-GER-286,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0985,0.036904,0.061596,5.44,3.543616,3.341100119,21.339,13.10583372
Apoidea,ALLO-GER-287,Europe,Germany,LK,Würzburg,Bergtheim2,10.045694,49.896189,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.1252,0.036904,0.088296,6.26,4.077764,3.844721828,23.898,14.67750196
Apoidea,ALLO-GER-288,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.0938,0.036904,0.056896,6.533,4.2555962,4.012391007,21.05,12.92833778
Apoidea,ALLO-GER-289,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0961,0.036904,0.059196,6.425,4.185245,3.946060343,21.706,13.33123514
Apoidea,ALLO-GER-290,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1134,0.036904,0.076496,6.129,3.9924306,3.764265189,20.031,12.30249568
Apoidea,ALLO-GER-291,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.118,0.036904,0.081096,5.66,3.686924,3.476218139,21.893,13.44608546
Apoidea,ALLO-GER-292,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1189,0.036904,0.081996,6.189,4.0315146,3.801115558,19.253,11.82466923
Apoidea,ALLO-GER-293,Europe,Germany,LK,Würzburg,Prosselsheim4,10.113375,49.850392,14,17/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0664,0.036904,0.029496,4.539,2.9567046,2.787730412,16.548,10.16333176
Apoidea,ALLO-GER-294,Europe,Germany,LK,Würzburg,Prosselsheim4,10.113375,49.850392,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.0993,0.036904,0.062396,5.617,3.6589138,3.449808707,23.583,14.48403752
Apoidea,ALLO-GER-295,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.0806,0.036904,0.043696,5.201,3.3879314,3.194312816,17.932,11.01334694
Apoidea,ALLO-GER-296,Europe,Germany,LK,Würzburg,Opferbaum3,10.067944,49.912992,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.1039,0.036904,0.066996,5.836,3.8015704,3.584312554,21.167,13.000196
Apoidea,ALLO-GER-297,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0974,0.036904,0.060496,6.446,4.1989244,3.958957972,21.603,13.26797534
Apoidea,ALLO-GER-298,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1051,0.036904,0.068196,6.757,4.4015098,4.149965718,20.265,12.44621212
Apoidea,ALLO-GER-299,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0856,0.036904,0.048696,5.429,3.5364506,3.334344218,20.201,12.40690506
Apoidea,ALLO-GER-300,Europe,Germany,LK,Würzburg,Opferbaum3,10.067944,49.912992,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0772,0.036904,0.040296,5.591,3.6419774,3.433840214,17.024,10.45567802
Apoidea,ALLO-GER-301,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.2783,0.036904,0.241396,9.6,6.25344,5.896059034,36.624,22.49346521
Apoidea,ALLO-GER-302,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0583,0.036904,0.021396,4.698,3.0602772,2.88538389,9.986,6.133129741
Apoidea,ALLO-GER-303,Europe,Germany,LK,Würzburg,Opferbaum3,10.067944,49.912992,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0894,0.036904,0.052496,5.722,3.7273108,3.514296853,19.075,11.71534647
Apoidea,ALLO-GER-304,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0941,0.036904,0.057196,5.409,3.5234226,3.322060762,18.512,11.36956717
Apoidea,ALLO-GER-305,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.077,0.036904,0.040096,5.186,3.3781604,3.185100224,22.852,14.03507719
Apoidea,ALLO-GER-306,Europe,Germany,LK,Würzburg,Rieden1,10.040881,49.937356,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1115,0.036904,0.074596,6.057,3.9455298,3.720044747,23.032,14.1456283
Apoidea,ALLO-GER-307,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.0795,0.036904,0.042596,5.903,3.8452142,3.625462133,19.857,12.19562961
Apoidea,ALLO-GER-308,Europe,Germany,LK,Würzburg,Opferbaum4,10.086428,49.909314,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1097,0.036904,0.072796,6.077,3.9585578,3.732328203,20.046,12.31170827
Apoidea,ALLO-GER-309,Europe,Germany,LK,Würzburg,Bergtheim2,10.045694,49.896189,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1419,0.036904,0.104996,6.185,4.028909,3.798658867,17.053,10.47348903
Apoidea,ALLO-GER-310,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0916,0.036904,0.054696,5.916,3.8536824,3.633446379,16.336,10.03312712
Apoidea,ALLO-GER-311,Europe,Germany,LK,Würzburg,Hausen1,10.022767,49.938633,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.2558,0.036904,0.218896,8.957,5.8345898,5.501145913,34.569,21.23134008
Apoidea,ALLO-GER-312,Europe,Germany,LK,Würzburg,Bergtheim1,10.053631,49.900486,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_hortorum,Female,0.1627,0.036904,0.125796,7.956,5.1825384,4.886358924,29.097,17.87058643
Apoidea,ALLO-GER-313,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1045,0.036904,0.067596,6.222,4.0530108,3.821383261,23.294,14.30654158
Apoidea,ALLO-GER-314,Europe,Germany,LK,Würzburg,Prosselsheim3,10.1095,49.861344,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0729,0.036904,0.035996,5.432,3.5384048,3.336186737,16.443,10.09884361
Apoidea,ALLO-GER-315,Europe,Germany,LK,Würzburg,Prosselsheim2,10.131019,49.871225,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.1649,0.036904,0.127996,8.132,5.2971848,4.99445334,28.392,17.43759459
Apoidea,ALLO-GER-316,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0998,0.036904,0.062896,6.283,4.0927462,3.858847803,21.188,13.01309363
Apoidea,ALLO-GER-317,Europe,Germany,LK,Würzburg,Opferbaum1,10.069681,49.368497,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0903,0.036904,0.053396,6.056,3.9448784,3.719430574,18.628,11.44081122
Apoidea,ALLO-GER-318,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0966,0.036904,0.059696,5.946,3.8732244,3.651871564,21.539,13.22866828
Apoidea,ALLO-GER-319,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1262,0.036904,0.089296,6.09,3.967026,3.740312449,21.453,13.17584942
Apoidea,ALLO-GER-320,Europe,Germany,LK,Würzburg,Opferbaum4,10.086428,49.909314,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1108,0.036904,0.073896,5.98,3.895372,3.67275344,23.974,14.72417909
Apoidea,ALLO-GER-321,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0914,0.036904,0.054496,5.859,3.8165526,3.598438529,19.023,11.68340948
Apoidea,ALLO-GER-322,Europe,Germany,LK,Würzburg,Opferbaum3,10.067944,49.912992,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0719,0.036904,0.034996,5.649,3.6797586,3.469462238,17.729,10.88866985
Apoidea,ALLO-GER-323,Europe,Germany,LK,Würzburg,Opferbaum3,10.067944,49.912992,14,17/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.2045,0.036904,0.167596,9.497,6.1863458,5.832799234,31.943,19.61852226
Apoidea,ALLO-GER-324,Europe,Germany,LK,Würzburg,Opferbaum2,10.065003,49.916336,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0989,0.036904,0.061996,6.147,4.0041558,3.7753203,20.549,12.6206372
Apoidea,ALLO-GER-325,Europe,Germany,LK,Würzburg,Opferbaum5,10.094319,49.925831,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0809,0.036904,0.043996,5.598,3.6465372,3.438139424,16.076,9.87344219
Apoidea,ALLO-GER-326,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1656,0.036904,0.128696,6.807,4.4340798,4.180674359,23.918,14.68978541
Apoidea,ALLO-GER-327,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.0986,0.036904,0.061696,5.624,3.6634736,3.454107917,18.617,11.43405532
Apoidea,ALLO-GER-328,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0859,0.036904,0.048996,6.193,4.0341202,3.803572249,19.949,12.25213351
Apoidea,ALLO-GER-329,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1056,0.036904,0.068696,5.407,3.5221198,3.320832416,20.035,12.30495237
Apoidea,ALLO-GER-330,Europe,Germany,LK,Würzburg,Bergtheim2,10.045694,49.896189,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0972,0.036904,0.060296,6.251,4.0719014,3.839194273,19.816,12.17044852
Apoidea,ALLO-GER-331,Europe,Germany,LK,Würzburg,Bergtheim1,10.053631,49.900486,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0866,0.036904,0.049696,5.193,3.3827202,3.189399433,18.017,11.06555163
Apoidea,ALLO-GER-332,Europe,Germany,LK,Würzburg,Prosselsheim2,10.131019,49.871225,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0892,0.036904,0.052296,6.378,4.1546292,3.91719422,19.327,11.87011801
Apoidea,ALLO-GER-333,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0898,0.036904,0.052896,5.706,3.7168884,3.504470088,17.925,11.00904773
Apoidea,ALLO-GER-334,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.0997,0.036904,0.062796,6.343,4.1318302,3.895698172,20.462,12.56720416
Apoidea,ALLO-GER-335,Europe,Germany,LK,Würzburg,Hausen1,10.022767,49.938633,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.0962,0.036904,0.059296,6.607,4.3037998,4.057839795,20.522,12.60405453
Apoidea,ALLO-GER-336,Europe,Germany,LK,Würzburg,Opferbaum5,10.094319,49.925831,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0755,0.036904,0.038596,5.409,3.5234226,3.322060762,16.918,10.3905757
Apoidea,ALLO-GER-337,Europe,Germany,LK,Würzburg,Bergtheim2,10.045694,49.896189,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1541,0.036904,0.117196,6.693,4.3598202,4.110658657,19.895,12.21896817
Apoidea,ALLO-GER-338,Europe,Germany,LK,Würzburg,Opferbaum2,10.065003,49.916336,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0763,0.036904,0.039396,4.863,3.1677582,2.986722404,17.89,10.98755168
Apoidea,ALLO-GER-339,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1013,0.036904,0.064396,5.931,3.8634534,3.642658972,20.862,12.81287329
Apoidea,ALLO-GER-340,Europe,Germany,LK,Würzburg,Bergtheim2,10.045694,49.896189,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1153,0.036904,0.078396,6.379,4.1552806,3.917808393,19.002,11.67051185
Apoidea,ALLO-GER-341,Europe,Germany,LK,Würzburg,Hausen1,10.022767,49.938633,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0957,0.036904,0.058796,5.114,3.3312596,3.140879781,21.786,13.38036897
Apoidea,ALLO-GER-342,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1162,0.036904,0.079296,6.206,4.0425884,3.811556496,16.235,9.971095668
Apoidea,ALLO-GER-343,Europe,Germany,LK,Würzburg,Hausen1,10.022767,49.938633,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.1083,0.036904,0.071396,5.948,3.8745272,3.65309991,18.452,11.3327168
Apoidea,ALLO-GER-344,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0735,0.036904,0.036596,5.845,3.807433,3.58984011,15.704,9.644969902
Apoidea,ALLO-GER-345,Europe,Germany,LK,Würzburg,Prosselsheim1,10.135947,49.868039,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.0916,0.036904,0.054696,6.289,4.0966546,3.86253284,17.289,10.61843382
Apoidea,ALLO-GER-346,Europe,Germany,LK,Würzburg,Prosselsheim1,10.135947,49.868039,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0635,0.036904,0.026596,4.828,3.1449592,2.965226356,14.54,8.930072745
Apoidea,ALLO-GER-347,Europe,Germany,LK,Würzburg,Opferbaum5,10.094319,49.925831,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0735,0.036904,0.036596,4.781,3.1143434,2.936360233,15.606,9.584780966
Apoidea,ALLO-GER-348,Europe,Germany,LK,Würzburg,Hausen1,10.022767,49.938633,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lapidarius,Male,0.0803,0.036904,0.043396,4.903,3.1938142,3.011289317,20.166,12.38540901
Apoidea,ALLO-GER-349,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.1428,0.036904,0.105896,7.323,4.7702022,4.497587532,27.224,16.72024074
Apoidea,ALLO-GER-350,Europe,Germany,LK,Würzburg,Prosselsheim3,10.1095,49.861344,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0898,0.036904,0.052896,5.507,3.5872598,3.382249698,19.101,11.73131496
Apoidea,ALLO-GER-351,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.1577,0.036904,0.120796,7.633,4.9721362,4.687981105,29.225,17.94920055
Apoidea,ALLO-GER-352,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.1232,0.036904,0.086296,6.256,4.0751584,3.842265137,24.498,15.04600565
Apoidea,ALLO-GER-353,Europe,Germany,LK,Würzburg,Opferbaum5,10.094319,49.925831,14,1/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.2617,0.036904,0.224796,9.315,6.067791,5.721019781,32.073,19.69836473
Apoidea,ALLO-GER-354,Europe,Germany,LK,Würzburg,Opferbaum2,10.065003,49.916336,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_ruderarius,Female,0.1293,0.036904,0.092396,7.302,4.7565228,4.484689902,25.393,15.59569032
Apoidea,ALLO-GER-355,Europe,Germany,LK,Würzburg,Bergtheim2,10.045694,49.896189,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.127,0.036904,0.090096,6.038,3.9331532,3.708375463,24.516,15.05706076
Apoidea,ALLO-GER-356,Europe,Germany,LK,Würzburg,Bergtheim1,10.053631,49.900486,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.1398,0.036904,0.102896,6.628,4.3174792,4.070737424,27.332,16.78657141
Apoidea,ALLO-GER-357,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.2074,0.036904,0.170496,9.091,5.9218774,5.58344507,32.833,20.16513607
Apoidea,ALLO-GER-358,Europe,Germany,LK,Würzburg,Opferbaum2,10.065003,49.916336,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0829,0.036904,0.045996,4.938,3.2166132,3.032785365,20.425,12.54447977
Apoidea,ALLO-GER-359,Europe,Germany,LK,Würzburg,Prosselsheim1,10.135947,49.868039,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.0865,0.036904,0.049596,5.721,3.7266594,3.51368268,19.805,12.16369262
Apoidea,ALLO-GER-360,Europe,Germany,LK,Würzburg,Opferbaum3,10.067944,49.912992,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Male,0.0781,0.036904,0.041196,4.843,3.1547302,2.974438948,19.987,12.27547207
Apoidea,ALLO-GER-361,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0735,0.036904,0.036596,5.32,3.465448,3.267399381,17.697,10.86901632
Apoidea,ALLO-GER-362,Europe,Germany,LK,Würzburg,Rieden1,10.040881,49.937356,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0767,0.036904,0.039796,5.684,3.7025576,3.490958286,17.676,10.8561187
Apoidea,ALLO-GER-363,Europe,Germany,LK,Würzburg,Prosselsheim4,10.113375,49.850392,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.2629,0.036904,0.225996,9.67,6.299038,5.939051131,33.882,20.80940335
Apoidea,ALLO-GER-364,Europe,Germany,LK,Würzburg,Rieden2,10.057994,49.937231,14,17/5/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.2433,0.036904,0.206396,9.577,6.2384578,5.881933059,33.436,20.53548228
Apoidea,ALLO-GER-365,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.0631,0.036904,0.026196,5.087,3.3136718,3.124297115,17.116,10.51218192
Apoidea,ALLO-GER-366,Europe,Germany,LK,Würzburg,Dipbach,10.124092,49.906236,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.2704,0.036904,0.233496,9.585,6.243669,5.886846441,33.689,20.690868
Apoidea,ALLO-GER-368,Europe,Germany,LK,Würzburg,Prosselsheim1,10.135947,49.868039,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0841,0.036904,0.047196,5.358,3.4902012,3.290737948,20.05,12.31416496
Apoidea,ALLO-GER-369,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0927,0.036904,0.055796,6.977,4.5448178,4.285083737,19.984,12.27362955
Apoidea,ALLO-GER-370,Europe,Germany,LK,Würzburg,Hausen2,10.017931,49.935697,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0815,0.036904,0.044596,4.886,3.1827404,3.000848379,17.667,10.85059114
Apoidea,ALLO-GER-371,Europe,Germany,LK,Würzburg,Hausen1,10.022767,49.938633,14,2/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1233,0.036904,0.086396,6.524,4.2497336,4.006863452,22.621,13.89320327
Apoidea,ALLO-GER-372,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.1044,0.036904,0.067496,6.876,4.4790264,4.223052283,21.267,13.06161328
Apoidea,ALLO-GER-373,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1044,0.036904,0.067496,6.352,4.1376928,3.901225727,23.027,14.14255743
Apoidea,ALLO-GER-374,Europe,Germany,LK,Würzburg,Prosselsheim4,10.113375,49.850392,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.0696,0.036904,0.032696,4.952,3.2257328,3.041383785,16.907,10.3838198
Apoidea,ALLO-GER-375,Europe,Germany,LK,Würzburg,Rieden3,10.050008,49.941994,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.1003,0.036904,0.063396,6.595,4.295983,4.050469722,19.782,12.14956665
Apoidea,ALLO-GER-376,Europe,Germany,LK,Würzburg,Bergtheim3,10.057294,49.902308,14,16/6/17,NA,Pan_trap,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Female,0.094,0.036904,0.057096,5.676,3.6973464,3.486044904,21.17,13.00203851
